series,frame,dlite_index,label,radius,pimorph_edge,dlite_CellFIT,dlite_DLITE,pimorph_tension_only_r0.1,pimorph_pressure_curvature_r0.1
4,2,16,24,68.96674311633086,7.0,0.9780421466694145,0.28822091586406334,,
4,2,17,22,120.9370458651689,7.0,0.6762882463163057,0.20522281906426698,,
4,2,18,23,2053.0615325855324,,0.7452640207556751,0.268533563793859,,
4,2,19,17,504.6744884121999,20.0,0.14353589777623962,0.07469173103890361,0.38201289701175517,0.8805008389157111
4,2,20,16,15556.079926508293,19.0,0.6217925443486904,0.1585643631627517,,
4,2,21,12,597.6442148804152,,0.7805521449415991,0.18354574499363965,,
4,2,22,13,454.66711605591854,,1.1079995300518044,0.26184417738146687,,
4,2,23,14,72143.1034075086,,1.2931293457493953,0.3091964007320072,,
4,2,24,15,910.188392375155,19.0,0.8123563366196868,0.19268833635837448,,
4,2,25,21,7600.165066571985,23.0,0.9360988611317399,0.2181336318746739,1.4226406158186378,1.435064968137446
4,2,26,27,136.92192608048103,18.0,0.8436486462662236,0.15821677677719168,1.5227770987271596,0.9474191479611755
4,2,27,28,1551.3092609551124,8.0,1.3637097806076395,0.2978886263277812,1.4650296566977337,1.3954551817546577
4,2,28,50,213.2147343127009,14.0,1.209337145474087,0.340703546178638,,
4,2,29,19,74.68710513664954,,1.450557716994523,0.4007468439120204,,
4,2,30,20,925.1527958424564,14.0,0.7950094159455737,0.19166899354168107,,
4,2,31,29,227.39511148908446,14.0,0.8702057924040223,0.24816689669234399,,
4,2,32,30,159.11595201551495,4.0,1.0157870657711991,0.15340751653719556,,
4,2,33,38,574.5997260157988,,1.1644839294659164,0.18285549335303602,,
4,2,34,39,565017.6777515063,,1.1773967163981773,0.17728866703854942,,
4,2,35,45,74.19377753313438,,0.8124742819786047,0.11894989027854,,
4,2,36,44,127.04800668153939,,1.3394216518902684,0.1983033419101583,,
4,2,37,31,2999.8936203337316,,0.6363569401640204,0.16569784564991283,,
4,2,38,32,365.21927944780487,,0.8829440225552422,0.21381404617393043,,
4,2,39,33,1267.416879485631,,0.6628122315906116,0.15914006729144528,,
4,2,40,46,283.9583807409965,,0.4341654245227414,0.10204431102660712,,
4,2,41,47,1556.351191065784,,0.8134065932784651,0.19387371434462067,,
4,2,42,0,4339.779790087069,,0.8073611735463676,0.1671764399795513,,
4,2,43,3,614.6700314356028,1.0,0.6555227514517454,0.11705817896459743,,
4,2,44,4,123.88696601745356,0.0,1.5013848193492236,0.29099632580551393,,
4,2,45,37,1221.2266598877188,,1.7154201490858325,0.31250357062923495,,
4,2,46,40,5545.387722576352,,1.1066722255238084,0.16852621164009157,,
4,3,0,5,481.7277539434893,,0.08021470758474829,0.012393047060972448,,
4,3,1,1,867.4128619306769,,0.8299516090080054,0.12122640141955349,,
4,3,2,2,2530.783612111246,1.0,0.7442252318100828,0.1094028500022215,,
4,3,3,6,335.29259778455054,0.0,1.8567115414959685,0.3341225455145264,,
4,3,4,7,33.691184871880104,,1.5635852658766352,0.28188318130906437,,
4,3,5,8,891.8769124378471,0.0,1.3939099764885645,0.2579283456541576,,
4,3,6,25,797.8920844679286,11.0,0.6510857404617244,0.1550889359466465,0.821966030283284,1.022593897598758
4,3,7,26,450.4974521513783,6.0,1.5058291458947275,0.2782574256981675,1.411236383023481,1.1407877359307237
4,3,8,35,981.185872003383,13.0,-0.007851117903146958,0.13238473829849215,1.1263503338512137,1.2878110968417735
4,3,9,51,38.53667860438552,3.0,1.5927927873364365,0.3222534320754949,1.6450256810664199,0.8065449161469521
4,3,10,52,2865.625373293048,4.0,0.8623942556338283,0.16189335944181016,,
4,3,11,36,1915.4908499716018,0.0,1.6310813283162182,0.3146373576209758,,
4,3,12,10,2858.2668714494475,,1.7589631141844935,0.2610410531382686,,
4,3,13,11,1094.9141536364482,1.0,1.681626664352802,0.2510477760685087,,
4,3,14,12,255.50194073588978,,0.04642622062528533,0.08095522601691231,,
4,3,15,13,596.8033942288281,,0.1274744915693761,0.2554357755483024,,
4,3,16,14,74.99479579232134,,0.11662247102931489,0.25106420242766786,,
4,3,17,16,3189647.3400182044,23.0,0.02729982347549243,0.02632646567529767,,
4,3,18,15,788.6358052172286,23.0,0.08418855196272367,0.23607562342269117,,
4,3,19,17,452.50783825054583,24.0,0.7865673296917962,0.1573350820597252,,
4,3,20,22,19.57828028008386,21.0,0.8097474146093834,0.1800534329886125,,
4,3,21,23,1421460.5229180525,22.0,0.16584065627780734,0.023117311313889024,,
4,3,22,24,92807.61058948943,20.0,0.870725230477636,0.21773599217930878,,
4,3,23,48,2451695.941418459,14.0,1.9285730012434197,0.3124743635480871,0.9793469189855869,1.3837508908972134
4,3,24,27,216.32965797978233,18.0,-0.3961532457931104,0.06302053167820872,,
4,3,25,28,840.7950914706419,4.0,1.962098338293127,0.3602785106334496,,
4,3,26,21,1052.9024378960555,25.0,-0.31721273106818365,0.06408054307415866,,
4,3,27,50,1044.5989204179148,,0.7013653834268827,0.3456211598892702,,
4,3,28,19,46.02821237503781,,1.2297884198522513,0.2911433968992636,,
4,3,29,20,808.8577697387757,,1.4514088992055443,0.3204580773248,,
4,3,30,29,163.83065561936036,,1.5760678144142308,0.34377864410007036,,
4,3,31,30,642.4019491271033,4.0,1.2870587216640326,0.2229283275841441,,
4,3,32,38,1137.012741195299,,1.5637569174122294,0.27170177953097063,,
4,3,33,39,312.6726565865257,,1.7678609666769065,0.30087771053953977,,
4,3,34,45,92.97063696660801,,1.418994472768537,0.23925836469277123,,
4,3,35,44,69.09516358380736,,1.939736608100454,0.32788678952792755,,
4,3,36,31,2460.1670689625325,,0.9351036597007105,0.20181578457760366,,
4,3,37,32,2033838.8543233904,,0.9696155467134979,0.20470160426222242,,
4,3,38,33,697.687437405368,,0.7031839190021486,0.14852095148705283,,
4,3,39,46,195937.15544174268,,0.3394832154777433,0.07045606629623355,,
4,3,40,47,142.49269655870535,,0.8496750631276786,0.17816574342610184,,
4,3,41,0,4803.076902187671,,0.3955828811432495,0.09534726781434291,,
4,3,42,3,601.8815059280953,1.0,0.770518033046009,0.11370013427583388,,
4,3,43,9,1665.9512673134686,2.0,1.5505977255757155,0.29997925205498516,1.5577194543351978,1.2980852725580652
4,3,44,4,90.53963546631275,0.0,1.8905188807865299,0.33668573182737843,,
4,3,45,37,528.2040769360749,,1.5971399643795345,0.30260295172771107,,
4,3,46,40,3791.950803640439,,1.7058251045909598,0.2915647739082777,,
4,4,0,1,809.7258673899925,,0.8379056720366471,0.19005839880240544,,
4,4,1,10,1376.988383251266,,1.562477816519366,0.37375353201048966,,
4,4,2,2,3835.1302219064396,1.0,0.7096917037957708,0.16546392501537432,,
4,4,3,3,438.34793485881465,1.0,0.8974028595237022,0.2021362131024605,,
4,4,4,6,509.1173823238217,0.0,0.8041914829276732,0.18341804488260882,,
4,4,5,7,14.749298817486713,,0.7238080833905698,0.16230483614841568,,
4,4,6,8,772.4475879721231,0.0,0.20192122627921258,0.061801104071559844,,
4,4,7,25,960.0354386740963,11.0,0.43767463689187225,0.1283427069877513,1.2394202801510557,0.9536200174011523
4,4,8,26,477991.6773506246,8.0,0.7901524695038562,0.1868106303175713,1.778836431143548,1.8871171571517527
4,4,9,35,1421.0982518541355,12.0,0.7370119010229358,0.17472344458829733,1.0892510692822623,1.197074144656672
4,4,10,51,32.454590071443086,5.0,1.121612596262453,0.2507361518241969,1.9216944626667642,2.13057993500277
4,4,11,52,2843.102937472326,6.0,1.2314898395271943,0.2675380050526216,,
4,4,12,36,1166.8944926647687,0.0,0.26487456920460983,0.0600605152803924,,
4,4,13,11,1039.3599786420887,1.0,1.5086812567824988,0.36336936755105387,,
4,4,14,12,346.0544674573877,,1.3646986244662673,0.3263210894857784,,
4,4,15,13,2055.994393821773,,1.520375011380089,0.36360001131591935,,
4,4,16,14,55493.195354083844,,1.7815185590965315,0.4272546052568594,,
4,4,17,15,712.0455169534096,30.0,1.2151930441461096,0.29833400490354184,,
4,4,18,16,815956.0029083187,30.0,0.8085160964741147,0.2108349722855543,,
4,4,19,17,487.2315141383197,31.0,0.017871298127681734,0.030775234773857976,,
4,4,20,24,38.18974195431286,27.0,0.8639039653775348,0.22160130275347495,,
4,4,21,23,398002.8057548025,29.0,0.0754061067173539,0.016896956175462836,0.6128744809125514,0.9275498004644017
4,4,22,48,408.58574031567537,13.0,1.1325402988951732,0.2667985887372837,1.1701420488660532,1.0075731727494712
4,4,23,21,1492.6277397115805,35.0,0.6366513615861921,0.16808784964723306,0.824876175593108,0.9045874422972072
4,4,24,50,69.77992676365821,15.0,1.0433333854780351,0.2638089697818562,,
4,4,25,27,577.0549427884707,25.0,0.6932099582990402,0.16651745532158163,0.602983656716731,0.7899299982605698
4,4,26,28,457.7255811797338,14.0,1.548297719184968,0.36375279372583125,1.1734698562360495,1.1757714716253267
4,4,27,19,68.10354557884466,,1.4297142996535792,0.3599647556050708,,
4,4,28,20,1398.3548414435902,15.0,0.8848098833683,0.22222116312697243,,
4,4,29,29,268.0806116091179,15.0,0.8470081084288186,0.24512016773866233,,
4,4,30,31,789021.0482982836,,0.7401076024282355,0.19830041933383466,,
4,4,31,30,229.846313022273,6.0,1.260993055584071,0.2569843240692338,,
4,4,32,38,325.8242302792251,,1.5624142149309341,0.32647604145444614,,
4,4,33,32,236.47874801958966,,0.8782686874185069,0.2305826023646712,,
4,4,34,33,534.8136014823548,,0.8679612981199553,0.22875402827142513,,
4,4,35,39,159.77929736268572,,1.7072256006030944,0.35264955416708876,,
4,4,36,45,110.76689617711857,,0.9970037286845708,0.20514101387086447,,
4,4,37,44,198.80974654208802,,1.6055431837102656,0.33084365195081866,,
4,4,38,46,588.1473257086772,,0.6438821783277056,0.16757190137662742,,
4,4,39,47,88.75439104971866,,0.9559171799319425,0.24949869260100488,,
4,4,40,0,15390.340291171366,,0.8285246032443251,0.20119584439421598,,
4,4,41,9,2637.3695501763013,4.0,0.8366158155149979,0.20474541902401305,2.2094250231184698,2.0909011375767066
4,4,42,4,60.00394364455896,0.0,1.6659047523804198,0.3875236602893978,,
4,4,43,5,417.3451617931515,,1.3513558796774205,0.3142095270615148,,
4,4,44,37,1614.64654548219,,0.21795857975386546,0.05652781026538817,,
4,4,45,40,2037.618626749396,,2.188379805341537,0.4538225185440796,,
4,5,0,5,476.93483018802266,,1.6869839422186574,0.32790476397394147,,
4,5,1,1,5794.920617408,,0.41141906826225666,0.14140124568344153,,
4,5,2,10,764.84989406143,5.0,0.32906770722407536,0.2436467532660998,,
4,5,3,53,60720.91532357756,,1.1809456482690412,0.4651838816602523,,
4,5,4,14,27.38397338498328,5.0,1.062531625360021,0.4198326524836608,,
4,5,5,15,748.671126661364,31.0,0.46083921175681686,0.2596877943423728,,
4,5,6,16,14539.475473665687,20.0,0.7096922020885029,0.11294199613964437,0.9165784539257636,1.078071294742048
4,5,7,17,566.9004436151056,26.0,0.3096710662295214,0.06198172757073451,0.5952959010139024,0.9166363104907007
4,5,8,2,541.4143016128916,0.0,0.40028203918711375,0.15720096168440828,,
4,5,9,3,597.8734640376031,0.0,0.5479982546170522,0.1883035598553472,,
4,5,10,6,405.0103604596158,,1.3208625938735117,0.25632643490218415,,
4,5,11,9,2124.037698744465,0.0,1.9267954953710806,0.29560408410054423,,
4,5,12,11,6334.149773261693,6.0,0.632353312258649,0.26753097150660565,1.7853778018723898,1.9221985870306106
4,5,13,25,839.3008770582483,3.0,0.8457045878954194,0.11972147411479082,1.7478882300500322,1.7358563647715846
4,5,14,26,197.80575633458275,2.0,1.6742698130616918,0.270444063034379,,
4,5,15,48,461.49511535274695,7.0,0.8589656390440293,0.2884023347824384,1.2424797970817625,1.3802374673838331
4,5,16,23,404.3130842607925,23.0,0.201059450645622,0.0407737396376751,0.8395657547895856,1.0346029845836884
4,5,17,21,1775761.2300460478,30.0,0.23117971106879026,0.10467600698161093,1.1598420226792696,1.1593077637508817
4,5,18,27,146.0230371733653,19.0,0.31719657661460054,0.11389862155705649,1.1153435840570556,0.5270093046186669
4,5,19,35,2080.0049812049733,4.0,0.6707841493198022,0.1448955623651039,1.0076419794515774,0.6741747860786984
4,5,20,28,443.7037009713538,,1.0659838433754465,0.31176586062618866,,
4,5,21,51,113.1315952664631,1.0,1.8389673907681123,0.31715541491660926,,
4,5,22,29,273.60066350707586,1.0,0.5976879738896228,0.19168640911323362,,
4,5,23,30,331.4494439779661,1.0,1.119116260862219,0.26286220053768566,,
4,5,24,36,1155.3056361730175,,1.4802927232294067,0.25540891407775984,,
4,5,25,52,337141.6586827535,1.0,1.283933438398098,0.24942813294173402,,
4,5,26,38,598.6066317183922,,1.5435596043874271,0.3181469107005806,,
4,5,27,50,140.77018428478266,1.0,0.7927894066289242,0.3115795404593001,,
4,5,28,19,459.38198225015236,,0.8780779578333061,0.3545962632986864,,
4,5,29,20,1835.2395512724067,1.0,0.4552908478016109,0.19271658281910797,,
4,5,30,31,1613323.8390740424,,0.5045699566912184,0.16497436607480065,,
4,5,31,32,365.5335500171851,,0.5301050196686863,0.15745167015744907,,
4,5,32,33,485.93470576194346,,0.5560052827681378,0.17007536706097012,,
4,5,33,46,115.68293383460255,,0.31387005355432895,0.08779774220380777,,
4,5,34,47,395.3460116179519,,0.5750301910869821,0.1653673856272208,,
4,5,35,44,121.70710732857518,,1.4414137334673514,0.28176601315372224,,
4,5,36,45,141.11132026789795,,1.8561720329095581,0.3638014777762111,,
4,5,37,39,1735.6571954548092,,1.9613054800963505,0.38792862171567427,,
4,5,38,8,1204.3951767256117,,1.3496655996560913,0.22943522089994567,,
4,5,39,0,5865.384097397833,,1.9384096587395765,0.2933441011689712,,
4,5,40,4,53.7272812371416,,2.335473823047411,0.45659766233134463,,
4,5,41,13,408.26174836278784,,0.2184112558448744,0.07418169855123224,,
4,5,42,12,531.1875591983799,5.0,1.1690122492625636,0.44215930289442157,,
4,5,43,24,189.81083831743834,17.0,0.8393665518703625,0.15729826010020567,1.4200875901522436,1.4374092714069304
4,5,44,37,831.1610689099614,,1.4063360309901127,0.23921309684817268,,
4,5,45,40,3112.2795471189297,,2.170551538805969,0.43343407403264655,,
4,6,0,1,4946.579302960535,,0.46038577660453955,0.09674292103527721,,
4,6,1,10,762.0696526912091,12.0,0.39354329691023326,0.20162148644986824,,
4,6,2,2,716.5171437074516,0.0,0.4474897935013703,0.11448518590095465,,
4,6,3,11,1899.396338452553,6.0,0.7067178409462762,0.21088453755728384,1.5810051829616298,1.3954418698906135
4,6,4,53,159.7131919465108,,1.7124648602759267,0.4879977679083518,,
4,6,5,14,44.34802492572054,12.0,1.3021220344498279,0.3985599307179365,,
4,6,6,15,708.5582495218787,31.0,0.8159739441991049,0.43105263194901755,,
4,6,7,16,11936.54576282713,24.0,0.6322734424343336,0.04351844676914761,0.7114632261885658,0.35146361503423224
4,6,8,17,606.1713821028758,26.0,-0.24045457847700408,0.010477522539710866,0.7933322651158347,0.9706485342755937
4,6,9,21,674.0943893871139,30.0,0.7110775730541273,0.17718287630629073,1.2303013660766315,1.5439450913039834
4,6,10,50,94.53972363464602,14.0,0.6880729605031557,0.38368629027773554,,
4,6,11,19,337.2884198130995,,0.8111071687041913,0.4109623663151789,,
4,6,12,20,3013.6177060970062,14.0,0.5851285203918182,0.17784955171674655,,
4,6,13,23,194.17909944298464,22.0,0.5897240569584409,0.10862051521295471,0.6104308739004537,0.7694403590097252
4,6,14,24,61.73683889714571,19.0,0.5707530980094085,0.11698706033479339,1.4679762813937296,1.215647804637195
4,6,15,25,870.4413201380302,3.0,0.4776462639004671,0.08688125670139928,1.1954965911342033,1.1244958261480678
4,6,16,48,788.1710419568548,5.0,1.139272415761211,0.2522256027859062,1.7091640716036636,1.6488407594465868
4,6,17,27,188.8144938223691,13.0,0.9059907974174857,0.20213285556522634,1.0508851835458115,1.2884402805564195
4,6,18,35,2046.9343955698455,4.0,1.3630730595259777,0.2853354970169474,0.922231314308796,1.0843801538603013
4,6,19,28,464.57795605093,8.0,1.3503446371181904,0.26003507592961395,1.544688634188841,1.5975853563205507
4,6,20,29,392.0459828296591,14.0,0.8330590781493012,0.1585823331161718,,
4,6,21,30,435.6223019567546,1.0,1.4241234025443408,0.2577462185440233,,
4,6,22,9,105643.12883115343,0.0,0.9029496049917706,0.16790769766330638,,
4,6,23,26,265710.5521669153,2.0,0.7004737131638322,0.14704785569618367,,
4,6,24,51,32.88296064353801,1.0,1.404140881486171,0.2796560467715857,,
4,6,25,52,769.5717496590214,1.0,1.236354992187833,0.2634093084096819,,
4,6,26,36,4828.188001679582,,0.7542834854409279,0.14619297428862285,,
4,6,27,38,923.2257238930346,,1.639839050745606,0.3037710456021536,,
4,6,28,5,594.6986924337583,,-0.1721518804074547,0.0,,
4,6,29,6,428.8024630374363,,1.354500940456189,0.24787659981335686,,
4,6,30,8,2930.4713628542772,,0.50732044950666,0.09148829302616637,,
4,6,31,39,132.7487988431221,,2.3596689098361563,0.4003422192397925,,
4,6,32,45,134.84717487048218,,2.00475558215601,0.33205379477591096,,
4,6,33,44,85.0832178179333,,2.5557150656815777,0.4251680421188988,,
4,6,34,31,9574.820248039638,,0.8389164697585727,0.18842567543288236,,
4,6,35,32,295.6480985131926,,1.0420572652600348,0.20596425704328258,,
4,6,36,33,1204.1966863036478,,1.1321314329484775,0.2306834960393729,,
4,6,37,46,204.0515190019996,,0.43985582489384834,0.0809355037637304,,
4,6,38,47,6304.087281108058,,1.061846614012846,0.2038646216301565,,
4,6,39,0,3917.2843668414903,,0.5020300693431755,0.08223990793175907,,
4,6,40,3,637.9258965694984,0.0,0.6189864189355475,0.13179989033084888,,
4,6,41,4,52.30357744771013,,1.3205837461962253,0.2512298933776205,,
4,6,42,13,274.6655947705046,,1.1030872915663423,0.31022016584449486,,
4,6,43,12,371.4980465111314,12.0,1.6779200946908817,0.47825368686413977,,
4,6,44,37,588.3184756565325,,0.7576901638348658,0.13998255032653503,,
4,6,45,40,2513.5191111024615,,2.577154370431177,0.44499687424259,,
4,7,0,54,242712.93087260835,,0.9307850692473358,0.2242140657103145,,
4,7,1,55,380614.58914391004,,0.5465837966442001,0.1312310019096731,,
4,7,2,5,617.8351231925009,,1.1885098786887862,0.28764861759127297,,
4,7,3,0,5100.2071102547325,,0.9384842125024636,0.20629739585565987,,
4,7,4,1,1937.3802507939783,,0.38268228727830195,0.10782173809555172,,
4,7,5,10,1285.0552613463567,5.0,0.491625577954009,0.20327677883414497,,
4,7,6,53,782.3025073848065,,1.8579213897346456,0.43104926493049034,,
4,7,7,16,5341.414010502414,26.0,0.597198547568079,0.11477337625540462,0.4225217330663634,0.5388523746981037
4,7,8,15,872.885979975271,35.0,1.005416231820146,0.26413689300483567,,
4,7,9,17,652.375483594633,30.0,-0.3179986775368788,0.003930213797526111,0.805695977619327,0.8844686527014745
4,7,10,23,219.6762708000706,24.0,0.4027060386268564,0.0705423267469244,0.4285586112090307,0.5982132329526385
4,7,11,24,116.62946307511065,19.0,0.4122884997595243,0.11907117271281793,1.6303203358754446,1.4178429808464723
4,7,12,2,454.9106348265921,0.0,0.502215712186449,0.14982290024868677,,
4,7,13,3,663.87071284075,0.0,0.6012544741895147,0.16981546543329304,,
4,7,14,4,98220.59591232384,,1.6761985184003971,0.4102713150986593,,
4,7,15,6,1084.6724290034595,,1.3730162503137748,0.33427422667619205,,
4,7,16,9,812546.1497599621,0.0,1.3997939083759132,0.32188738627717417,,
4,7,17,11,1609503.760708333,6.0,0.7730844347893691,0.2341541446102092,1.3168894821351076,0.9934263635829149
4,7,18,25,865.4322297425879,3.0,0.5443987633003841,0.14467676193372916,1.8733357716971226,1.4713787099708553
4,7,19,26,877512.3945038461,2.0,1.27600356393952,0.2903531897109427,,
4,7,20,48,553.1163502638107,7.0,0.9087170382795567,0.25567250203652375,1.5404406931095367,1.5248810565653308
4,7,21,27,224.99896676539797,14.0,1.0448433387671858,0.23199721140483748,1.2950385710655692,1.3517335250218079
4,7,22,52,1605.8844130547675,4.0,1.3473574136406805,0.30617253821937945,1.5075725043043031,1.840403120628264
4,7,23,36,1636.238361083496,1.0,1.7327947216096722,0.3907676551771953,,
4,7,24,56,1366.0512419700829,1.0,0.9484071232411067,0.21749552909271125,,
4,7,25,57,1249.1176317694194,,1.8231252266752884,0.40935881719161654,,
4,7,26,8,5326.836003434441,,0.9988921295370269,0.2226486112601211,,
4,7,27,28,407.37717151999874,8.0,1.0825131942330692,0.2694543230342374,1.9653460106160292,2.1335075695440575
4,7,28,21,1428.6736864312622,34.0,0.9507151225250633,0.2161639564651848,1.1824577403180885,1.3246618888817103
4,7,29,50,172.48576424701858,9.0,0.6612696120506325,0.2673121402168247,,
4,7,30,19,80.8227801634509,,0.8245373784234875,0.2567934372176895,,
